Slug,Name,Version,"Previous Version","Download Link",Released,"WordPress.org URL","Required WP","Required PHP","Active Installs"
alexia,Alexia,1.0.72,1.0.71,https://downloads.wordpress.org/theme/alexia.1.0.72.zip,"2025-04-01 00:54:10",https://wordpress.org/themes/alexia/,,5.4
colormag,ColorMag,4.0.12,4.0.11,https://downloads.wordpress.org/theme/colormag.4.0.12.zip,"2025-04-01 06:11:36",https://wordpress.org/themes/colormag/,,7.4
ngo-social-services,"NGO Social Services",0.4.9,0.4.8,https://downloads.wordpress.org/theme/ngo-social-services.0.4.9.zip,"2025-04-01 06:32:40",https://wordpress.org/themes/ngo-social-services/,5.0,7.2
smart-cleaning-services,"Smart Cleaning Services",0.4.9,0.4.8,https://downloads.wordpress.org/theme/smart-cleaning-services.0.4.9.zip,"2025-04-01 06:32:57",https://wordpress.org/themes/smart-cleaning-services/,5.0,7.2
smart-cleaning,"Smart Cleaning",4.6.4,4.6.3,https://downloads.wordpress.org/theme/smart-cleaning.4.6.4.zip,"2025-04-01 06:32:18",https://wordpress.org/themes/smart-cleaning/,5.0,7.2
soccer-football,"Soccer Football",1.8.4,1.8.3,https://downloads.wordpress.org/theme/soccer-football.1.8.4.zip,"2025-04-01 06:33:19",https://wordpress.org/themes/soccer-football/,5.0,7.2
supermarket-zone,"Supermarket Zone",2.3.5,2.3.4,https://downloads.wordpress.org/theme/supermarket-zone.2.3.5.zip,"2025-04-01 06:39:46",https://wordpress.org/themes/supermarket-zone/,5.0,7.2
tutor-academy,"Tutor Academy",2.3.5,2.3.4,https://downloads.wordpress.org/theme/tutor-academy.2.3.5.zip,"2025-04-01 06:40:16",https://wordpress.org/themes/tutor-academy/,5.0,7.2
articlewave,Articlewave,1.1.4,1.1.3,https://downloads.wordpress.org/theme/articlewave.1.1.4.zip,"2025-04-01 06:47:46",https://wordpress.org/themes/articlewave/,5.0,7.2
food-grocery-hub,"Food Grocery Hub",0.2,0.1,https://downloads.wordpress.org/theme/food-grocery-hub.0.2.zip,"2025-04-01 07:33:48",https://wordpress.org/themes/food-grocery-hub/,5.0,5.6
law-firm-attorney,"Law Firm Attorney",4.1,4.0,https://downloads.wordpress.org/theme/law-firm-attorney.4.1.zip,"2025-04-01 07:34:32",https://wordpress.org/themes/law-firm-attorney/,5.0,5.6
lawyer-hub,"Lawyer Hub",3.1,3.0,https://downloads.wordpress.org/theme/lawyer-hub.3.1.zip,"2025-04-01 07:34:58",https://wordpress.org/themes/lawyer-hub/,5.0,5.6
legal-law-consulting,"Legal Law Consulting",2.2,2.1,https://downloads.wordpress.org/theme/legal-law-consulting.2.2.zip,"2025-04-01 07:35:26",https://wordpress.org/themes/legal-law-consulting/,5.0,5.6
news-magazine-x,"News Magazine X",1.1.6,1.1.5,https://downloads.wordpress.org/theme/news-magazine-x.1.1.6.zip,"2025-04-01 08:27:33",https://wordpress.org/themes/news-magazine-x/,4.7,7.4
seo-enterprise,"SEO Enterprise",0.2,0.1,https://downloads.wordpress.org/theme/seo-enterprise.0.2.zip,"2025-04-01 08:13:53",https://wordpress.org/themes/seo-enterprise/,5.0,5.6
botiga,Botiga,2.3.0,2.2.18,https://downloads.wordpress.org/theme/botiga.2.3.0.zip,"2025-04-01 09:22:05",https://wordpress.org/themes/botiga/,,
catering-services,"Catering Services",0.6.7,0.6.6,https://downloads.wordpress.org/theme/catering-services.0.6.7.zip,"2025-04-01 08:53:13",https://wordpress.org/themes/catering-services/,5.0,7.2
courier-services,"Courier Services",0.2.7,0.2.6,https://downloads.wordpress.org/theme/courier-services.0.2.7.zip,"2025-04-01 08:53:49",https://wordpress.org/themes/courier-services/,5.0,7.2
cricket-league,"Cricket League",0.2.8,0.2.7,https://downloads.wordpress.org/theme/cricket-league.0.2.8.zip,"2025-04-01 08:57:58",https://wordpress.org/themes/cricket-league/,5.0,7.2
designer-artist,"Designer Artist",0.5.6,0.5.5,https://downloads.wordpress.org/theme/designer-artist.0.5.6.zip,"2025-04-01 08:58:55",https://wordpress.org/themes/designer-artist/,5.0,7.2
electronics-retailer,"Electronics Retailer",0.2.5,0.2.4,https://downloads.wordpress.org/theme/electronics-retailer.0.2.5.zip,"2025-04-01 08:59:47",https://wordpress.org/themes/electronics-retailer/,5.0,7.2
forest-jungle-safari,"Forest Jungle Safari",0.2.3,0.2.2,https://downloads.wordpress.org/theme/forest-jungle-safari.0.2.3.zip,"2025-04-01 08:56:21",https://wordpress.org/themes/forest-jungle-safari/,5.0,7.2
pest-control-treatment,"Pest Control Treatment",0.2.7,0.2.6,https://downloads.wordpress.org/theme/pest-control-treatment.0.2.7.zip,"2025-04-01 08:56:59",https://wordpress.org/themes/pest-control-treatment/,5.0,7.2
street-food-truck,"Street Food Truck",0.2.3,0.2.2,https://downloads.wordpress.org/theme/street-food-truck.0.2.3.zip,"2025-04-01 08:54:33",https://wordpress.org/themes/street-food-truck/,5.0,7.2
sydney,Sydney,2.52,2.51,https://downloads.wordpress.org/theme/sydney.2.52.zip,"2025-04-01 09:24:06",https://wordpress.org/themes/sydney/,,5.6
vw-bakers,"VW Bakers",0.2.7,0.2.6,https://downloads.wordpress.org/theme/vw-bakers.0.2.7.zip,"2025-04-01 08:55:15",https://wordpress.org/themes/vw-bakers/,5.0,7.2
vw-business-lounge,"VW Business Lounge",0.3.1,0.3,https://downloads.wordpress.org/theme/vw-business-lounge.0.3.1.zip,"2025-04-01 09:01:41",https://wordpress.org/themes/vw-business-lounge/,5.0,7.2
accron,Accron,1.8.0,1.7.9,https://downloads.wordpress.org/theme/accron.1.8.0.zip,"2025-04-01 10:31:55",https://wordpress.org/themes/accron/,4.7,5.6
appointo,Appointo,12.4,12.3,https://downloads.wordpress.org/theme/appointo.12.4.zip,"2025-04-01 10:27:18",https://wordpress.org/themes/appointo/,4.7,5.6
aravalli,Aravalli,12.9,12.8,https://downloads.wordpress.org/theme/aravalli.12.9.zip,"2025-04-01 10:25:21",https://wordpress.org/themes/aravalli/,4.7,5.6
automotive-services,"Automotive Services",0.6,0.5,https://downloads.wordpress.org/theme/automotive-services.0.6.zip,"2025-04-01 10:02:53",https://wordpress.org/themes/automotive-services/,,7.2
avril,Avril,13.2,13.1,https://downloads.wordpress.org/theme/avril.13.2.zip,"2025-04-01 10:31:28",https://wordpress.org/themes/avril/,4.7,5.6
boostify,Boostify,12.9,12.8,https://downloads.wordpress.org/theme/boostify.12.9.zip,"2025-04-01 10:24:56",https://wordpress.org/themes/boostify/,4.7,5.6
colorpress,ColorPress,12.8,12.7,https://downloads.wordpress.org/theme/colorpress.12.8.zip,"2025-04-01 10:31:04",https://wordpress.org/themes/colorpress/,4.7,5.6
colorsy,Colorsy,12.7,12.6,https://downloads.wordpress.org/theme/colorsy.12.7.zip,"2025-04-01 10:20:32",https://wordpress.org/themes/colorsy/,4.7,5.6
conceptly,Conceptly,13.8,13.7,https://downloads.wordpress.org/theme/conceptly.13.8.zip,"2025-04-01 10:30:43",https://wordpress.org/themes/conceptly/,4.7,5.6
convo,Convo,8.0,7.9,https://downloads.wordpress.org/theme/convo.8.0.zip,"2025-04-01 10:24:30",https://wordpress.org/themes/convo/,,7.0
corpex,Corpex,6.7,6.6,https://downloads.wordpress.org/theme/corpex.6.7.zip,"2025-04-01 10:26:48",https://wordpress.org/themes/corpex/,4.7,5.6
cosmics,Cosmics,12.7,12.6,https://downloads.wordpress.org/theme/cosmics.12.7.zip,"2025-04-01 10:20:07",https://wordpress.org/themes/cosmics/,4.7,5.6
eduvert,Eduvert,12.9,12.8,https://downloads.wordpress.org/theme/eduvert.12.9.zip,"2025-04-01 10:26:08",https://wordpress.org/themes/eduvert/,4.7,5.6
eventplus,EventPlus,12.4,12.3,https://downloads.wordpress.org/theme/eventplus.12.4.zip,"2025-04-01 10:23:10",https://wordpress.org/themes/eventplus/,4.7,5.6
evita,Evita,1.6.2,1.6.1,https://downloads.wordpress.org/theme/evita.1.6.2.zip,"2025-04-01 10:22:51",https://wordpress.org/themes/evita/,,5.6
expert-business-advisor,"Expert Business Advisor",1.0,0.9,https://downloads.wordpress.org/theme/expert-business-advisor.1.0.zip,"2025-04-01 10:03:43",https://wordpress.org/themes/expert-business-advisor/,,7.2
expert-estate-manager,"Expert Estate Manager",0.3,0.2,https://downloads.wordpress.org/theme/expert-estate-manager.0.3.zip,"2025-04-01 10:04:17",https://wordpress.org/themes/expert-estate-manager/,,7.2
expert-gardener,"Expert Gardener",0.5,0.4,https://downloads.wordpress.org/theme/expert-gardener.0.5.zip,"2025-04-01 10:04:56",https://wordpress.org/themes/expert-gardener/,,7.2
expert-photographer,"Expert Photographer",4.0,3.9,https://downloads.wordpress.org/theme/expert-photographer.4.0.zip,"2025-04-01 10:05:26",https://wordpress.org/themes/expert-photographer/,,7.2
expert-videographer,"Expert Videographer",3.9,3.8,https://downloads.wordpress.org/theme/expert-videographer.3.9.zip,"2025-04-01 10:06:10",https://wordpress.org/themes/expert-videographer/,,7.2
fiona-blog,"Fiona Blog",13.0,12.9,https://downloads.wordpress.org/theme/fiona-blog.13.0.zip,"2025-04-01 10:23:54",https://wordpress.org/themes/fiona-blog/,4.7,5.6
flavita,Flavita,12.9,12.8,https://downloads.wordpress.org/theme/flavita.12.9.zip,"2025-04-01 10:30:13",https://wordpress.org/themes/flavita/,4.7,5.6
fotografie-blocks,"Fotografie Blocks",1.2,1.1.1,https://downloads.wordpress.org/theme/fotografie-blocks.1.2.zip,"2025-04-01 09:41:03",https://wordpress.org/themes/fotografie-blocks/,5.9,5.6
gradiant,Gradiant,13.5,13.4,https://downloads.wordpress.org/theme/gradiant.13.5.zip,"2025-04-01 10:29:06",https://wordpress.org/themes/gradiant/,4.7,5.6
hantus,Hantus,13.9,13.8,https://downloads.wordpress.org/theme/hantus.13.9.zip,"2025-04-01 10:25:42",https://wordpress.org/themes/hantus/,4.7,5.6
medazin,Medazin,10.6,10.5,https://downloads.wordpress.org/theme/medazin.10.6.zip,"2025-04-01 10:28:21",https://wordpress.org/themes/medazin/,4.7,5.6
metasoft,MetaSoft,12.9,12.8,https://downloads.wordpress.org/theme/metasoft.12.9.zip,"2025-04-01 10:23:35",https://wordpress.org/themes/metasoft/,4.7,5.6
pet-house,"Pet House",1.3,1.2,https://downloads.wordpress.org/theme/pet-house.1.3.zip,"2025-04-01 10:07:15",https://wordpress.org/themes/pet-house/,,7.2
renoval,Renoval,12.2,12.1,https://downloads.wordpress.org/theme/renoval.12.2.zip,"2025-04-01 10:21:29",https://wordpress.org/themes/renoval/,4.7,5.6
startkit,StartKit,15.1,15.0,https://downloads.wordpress.org/theme/startkit.15.1.zip,"2025-04-01 10:28:44",https://wordpress.org/themes/startkit/,4.7,5.6
startweb,StartWeb,13.0,12.9,https://downloads.wordpress.org/theme/startweb.13.0.zip,"2025-04-01 10:20:57",https://wordpress.org/themes/startweb/,4.7,5.6
vegan-cafe-restaurant,"Vegan Cafe Restaurant",0.3,0.2,https://downloads.wordpress.org/theme/vegan-cafe-restaurant.0.3.zip,"2025-04-01 10:02:18",https://wordpress.org/themes/vegan-cafe-restaurant/,,7.2
villapress,VillaPress,4.2,4.1,https://downloads.wordpress.org/theme/villapress.4.2.zip,"2025-04-01 10:27:44",https://wordpress.org/themes/villapress/,,7.0
wecodeart,WeCodeArt,6.6.2,6.6.1,https://downloads.wordpress.org/theme/wecodeart.6.6.2.zip,"2025-04-01 09:52:26",https://wordpress.org/themes/wecodeart/,6.5,7.4
yoga-fitness-classes,"Yoga Fitness Classes",4.9,4.8,https://downloads.wordpress.org/theme/yoga-fitness-classes.4.9.zip,"2025-04-01 10:08:02",https://wordpress.org/themes/yoga-fitness-classes/,,7.2
zenith-blog,"Zenith Blog",1.0.1,1.0.0,https://downloads.wordpress.org/theme/zenith-blog.1.0.1.zip,"2025-04-01 09:52:18",https://wordpress.org/themes/zenith-blog/,5.0,7.4
digital-magazine,"Digital Magazine",1.2,1.1,https://downloads.wordpress.org/theme/digital-magazine.1.2.zip,"2025-04-01 10:38:14",https://wordpress.org/themes/digital-magazine/,5.5,7.2
fse-soccer,"FSE Soccer",1.0.4,1.0.3,https://downloads.wordpress.org/theme/fse-soccer.1.0.4.zip,"2025-04-01 11:20:02",https://wordpress.org/themes/fse-soccer/,6.1,7.2
kubio,Kubio,1.0.53,1.0.52,https://downloads.wordpress.org/theme/kubio.1.0.53.zip,"2025-04-01 11:19:42",https://wordpress.org/themes/kubio/,5.8.3,7.1
university-institute,"University Institute",1.2,1.1,https://downloads.wordpress.org/theme/university-institute.1.2.zip,"2025-04-01 10:38:23",https://wordpress.org/themes/university-institute/,5.5,7.2
vertice,Vertice,1.0.74,1.0.73,https://downloads.wordpress.org/theme/vertice.1.0.74.zip,"2025-04-01 11:21:24",https://wordpress.org/themes/vertice/,5.8,7.1
writer-portfolio,"Writer Portfolio",1.0.2,1.0.1,https://downloads.wordpress.org/theme/writer-portfolio.1.0.2.zip,"2025-04-01 10:38:44",https://wordpress.org/themes/writer-portfolio/,5.5,7.2
coachable,Coachable,1.0.2,,https://downloads.wordpress.org/theme/coachable.1.0.2.zip,"2025-04-01 10:41:59",https://wordpress.org/themes/coachable/,,5.6
corapress,CoraPress,1.3,,https://downloads.wordpress.org/theme/corapress.1.3.zip,"2025-04-01 10:41:49",https://wordpress.org/themes/corapress/,,5.6
arvita,Arvita,1.0.1,1.0,https://downloads.wordpress.org/theme/arvita.1.0.1.zip,"2025-04-01 11:35:20",https://wordpress.org/themes/arvita/,4.7,5.6
carpet-store,"Carpet Store",1.1,1.0,https://downloads.wordpress.org/theme/carpet-store.1.1.zip,"2025-04-01 12:33:23",https://wordpress.org/themes/carpet-store/,5.9,5.6
corpiva,Corpiva,1.0.52,1.0.51,https://downloads.wordpress.org/theme/corpiva.1.0.52.zip,"2025-04-01 11:33:34",https://wordpress.org/themes/corpiva/,4.7,5.6
corvia,Corvia,1.0.18,1.0.17,https://downloads.wordpress.org/theme/corvia.1.0.18.zip,"2025-04-01 11:34:28",https://wordpress.org/themes/corvia/,4.7,5.6
corvita,Corvita,1.0.27,1.0.26,https://downloads.wordpress.org/theme/corvita.1.0.27.zip,"2025-04-01 11:34:01",https://wordpress.org/themes/corvita/,4.7,5.6
daystory,DayStory,1.0.73,1.0.72,https://downloads.wordpress.org/theme/daystory.1.0.73.zip,"2025-04-01 11:29:44",https://wordpress.org/themes/daystory/,4.7,7.0
essenziale,Essenziale,1.0.8,1.0.7,https://downloads.wordpress.org/theme/essenziale.1.0.8.zip,"2025-04-01 12:05:28",https://wordpress.org/themes/essenziale/,,5.3
holistic-health-coach,"Holistic Health Coach",1.2,1.1,https://downloads.wordpress.org/theme/holistic-health-coach.1.2.zip,"2025-04-01 12:14:14",https://wordpress.org/themes/holistic-health-coach/,6.1,7.2
indofinance,IndoFinance,1.0.2.3.4,1.0.2.3.3,https://downloads.wordpress.org/theme/indofinance.1.0.2.3.4.zip,"2025-04-01 12:53:34",https://wordpress.org/themes/indofinance/,,5.6
joblook,Joblook,1.0.5,1.0.4,https://downloads.wordpress.org/theme/joblook.1.0.5.zip,"2025-04-01 12:30:35",https://wordpress.org/themes/joblook/,,5.6
newsalert,NewsAlert,1.0.22,1.0.21,https://downloads.wordpress.org/theme/newsalert.1.0.22.zip,"2025-04-01 11:32:24",https://wordpress.org/themes/newsalert/,4.7,7.0
newsalt,NewsAlt,1.0.53,1.0.52,https://downloads.wordpress.org/theme/newsalt.1.0.53.zip,"2025-04-01 11:30:11",https://wordpress.org/themes/newsalt/,4.7,7.0
newsdaily,NewsDaily,1.0.75,1.0.74,https://downloads.wordpress.org/theme/newsdaily.1.0.75.zip,"2025-04-01 11:29:19",https://wordpress.org/themes/newsdaily/,4.7,7.0
newshours,NewsHours,1.0.44,1.0.43,https://downloads.wordpress.org/theme/newshours.1.0.44.zip,"2025-04-01 11:30:41",https://wordpress.org/themes/newshours/,4.7,7.0
newsmash,NewsMash,1.0.90,1.0.89,https://downloads.wordpress.org/theme/newsmash.1.0.90.zip,"2025-04-01 11:26:59",https://wordpress.org/themes/newsmash/,4.7,7.0
newsmunch,NewsMunch,1.0.54,1.0.53,https://downloads.wordpress.org/theme/newsmunch.1.0.54.zip,"2025-04-01 11:31:27",https://wordpress.org/themes/newsmunch/,4.7,7.0
newstick,NewsTick,1.0.51,1.0.50,https://downloads.wordpress.org/theme/newstick.1.0.51.zip,"2025-04-01 11:31:52",https://wordpress.org/themes/newstick/,4.7,7.0
online-sneaker-shop,"Online Sneaker Shop",1.1,1.0,https://downloads.wordpress.org/theme/online-sneaker-shop.1.1.zip,"2025-04-01 12:13:25",https://wordpress.org/themes/online-sneaker-shop/,6.1,7.2
sean-lite,"Sean Lite",1.4.9,1.4.8,https://downloads.wordpress.org/theme/sean-lite.1.4.9.zip,"2025-04-01 11:39:56",https://wordpress.org/themes/sean-lite/,,5.3
softalt,SoftAlt,1.0.12,1.0.11,https://downloads.wordpress.org/theme/softalt.1.0.12.zip,"2025-04-01 11:34:52",https://wordpress.org/themes/softalt/,4.7,5.6
vision-lite,"Vision Lite",1.2,1.1.9,https://downloads.wordpress.org/theme/vision-lite.1.2.zip,"2025-04-01 11:35:20",https://wordpress.org/themes/vision-lite/,6.7,7.2
anamio,Anamio,13.4,13.3,https://downloads.wordpress.org/theme/anamio.13.4.zip,"2025-04-01 13:11:54",https://wordpress.org/themes/anamio/,4.7,5.6
avira,Avira,14.4,14.3,https://downloads.wordpress.org/theme/avira.14.4.zip,"2025-04-01 13:08:53",https://wordpress.org/themes/avira/,4.7,5.6
benzer,Benzer,14.4,14.3,https://downloads.wordpress.org/theme/benzer.14.4.zip,"2025-04-01 13:08:32",https://wordpress.org/themes/benzer/,4.7,5.6
daizy,Daizy,12.2,12.1,https://downloads.wordpress.org/theme/daizy.12.2.zip,"2025-04-01 13:11:32",https://wordpress.org/themes/daizy/,4.7,5.6
deltapress,DeltaPress,1.2,1.1,https://downloads.wordpress.org/theme/deltapress.1.2.zip,"2025-04-01 13:03:40",https://wordpress.org/themes/deltapress/,,5.6
envitech,Envitech,5.9,5.8,https://downloads.wordpress.org/theme/envitech.5.9.zip,"2025-04-01 13:08:04",https://wordpress.org/themes/envitech/,,7.0
exnova,Exnova,3.7,3.6,https://downloads.wordpress.org/theme/exnova.3.7.zip,"2025-04-01 13:07:40",https://wordpress.org/themes/exnova/,4.7,5.6
fabify,Fabify,14.4,14.3,https://downloads.wordpress.org/theme/fabify.14.4.zip,"2025-04-01 13:07:03",https://wordpress.org/themes/fabify/,4.7,5.6
ferio,Ferio,5.2,5.1,https://downloads.wordpress.org/theme/ferio.5.2.zip,"2025-04-01 13:11:06",https://wordpress.org/themes/ferio/,4.7,5.6
gruj,Gruj,13.4,13.3,https://downloads.wordpress.org/theme/gruj.13.4.zip,"2025-04-01 13:10:38",https://wordpress.org/themes/gruj/,4.7,5.6
scolax,Scolax,13.5,13.4,https://downloads.wordpress.org/theme/scolax.13.5.zip,"2025-04-01 13:06:44",https://wordpress.org/themes/scolax/,4.7,5.6
soga,Soga,13.0,12.9,https://downloads.wordpress.org/theme/soga.13.0.zip,"2025-04-01 13:10:17",https://wordpress.org/themes/soga/,4.7,5.6
specia,Specia,14.9,14.8,https://downloads.wordpress.org/theme/specia.14.9.zip,"2025-04-01 13:09:24",https://wordpress.org/themes/specia/,4.7,5.6
spera,Spera,13.4,13.3,https://downloads.wordpress.org/theme/spera.13.4.zip,"2025-04-01 13:12:18",https://wordpress.org/themes/spera/,4.7,5.6
go,Go,1.8.13,1.8.11,https://downloads.wordpress.org/theme/go.1.8.13.zip,"2025-04-01 15:46:45",https://wordpress.org/themes/go/,,5.6
aromatic,Aromatic,18.6,18.5,https://downloads.wordpress.org/theme/aromatic.18.6.zip,"2025-04-01 16:57:18",https://wordpress.org/themes/aromatic/,4.7,5.6
ayroma,Ayroma,18.0,17.9,https://downloads.wordpress.org/theme/ayroma.18.0.zip,"2025-04-01 16:57:48",https://wordpress.org/themes/ayroma/,4.7,5.6
express-store,"Express Store",14.1,14.0,https://downloads.wordpress.org/theme/express-store.14.1.zip,"2025-04-01 16:58:20",https://wordpress.org/themes/express-store/,,5.6
feauty,Feauty,17.9,17.8,https://downloads.wordpress.org/theme/feauty.17.9.zip,"2025-04-01 16:58:43",https://wordpress.org/themes/feauty/,4.7,5.6
flexi-mart,"Flexi Mart",5.1,5.0,https://downloads.wordpress.org/theme/flexi-mart.5.1.zip,"2025-04-01 16:59:17",https://wordpress.org/themes/flexi-mart/,,5.6
flossy,Flossy,10.4,10.3,https://downloads.wordpress.org/theme/flossy.10.4.zip,"2025-04-01 16:59:37",https://wordpress.org/themes/flossy/,4.7,5.6
flow-store,"Flow Store",6.2,6.1,https://downloads.wordpress.org/theme/flow-store.6.2.zip,"2025-04-01 17:00:04",https://wordpress.org/themes/flow-store/,,5.6
retailsy,Retailsy,17.9,17.8,https://downloads.wordpress.org/theme/retailsy.17.9.zip,"2025-04-01 17:00:54",https://wordpress.org/themes/retailsy/,4.7,5.6
shopient,Shopient,17.9,17.8,https://downloads.wordpress.org/theme/shopient.17.9.zip,"2025-04-01 17:01:14",https://wordpress.org/themes/shopient/,4.7,5.6
shopiva,Shopiva,17.9,17.8,https://downloads.wordpress.org/theme/shopiva.17.9.zip,"2025-04-01 17:01:35",https://wordpress.org/themes/shopiva/,4.7,5.6
shoply,Shoply,18.0,17.9,https://downloads.wordpress.org/theme/shoply.18.0.zip,"2025-04-01 17:02:00",https://wordpress.org/themes/shoply/,4.7,5.6
storefit,Storefit,12.6,12.5,https://downloads.wordpress.org/theme/storefit.12.6.zip,"2025-04-01 17:02:24",https://wordpress.org/themes/storefit/,,5.6
storely,Storely,18.4,18.3,https://downloads.wordpress.org/theme/storely.18.4.zip,"2025-04-01 17:02:47",https://wordpress.org/themes/storely/,4.7,5.6
storess,Storess,17.9,17.8,https://downloads.wordpress.org/theme/storess.17.9.zip,"2025-04-01 17:03:18",https://wordpress.org/themes/storess/,4.7,5.6
storezia,Storezia,18.0,17.9,https://downloads.wordpress.org/theme/storezia.18.0.zip,"2025-04-01 16:56:41",https://wordpress.org/themes/storezia/,4.7,5.6
abiz,Abiz,1.0.5,1.0.4,https://downloads.wordpress.org/theme/abiz.1.0.5.zip,"2025-04-01 17:50:02",https://wordpress.org/themes/abiz/,,5.4
britely,Britely,1.0.15,1.0.14,https://downloads.wordpress.org/theme/britely.1.0.15.zip,"2025-04-01 17:52:16",https://wordpress.org/themes/britely/,,5.4
flectine,Flectine,1.0.16,1.0.15,https://downloads.wordpress.org/theme/flectine.1.0.16.zip,"2025-04-01 17:53:35",https://wordpress.org/themes/flectine/,,5.4
minicart,MiniCart,0.8,0.7,https://downloads.wordpress.org/theme/minicart.0.8.zip,"2025-04-01 17:58:58",https://wordpress.org/themes/minicart/,4.7,5.6
ollie,Ollie,1.4.3,1.4.2,https://downloads.wordpress.org/theme/ollie.1.4.3.zip,"2025-04-01 17:50:51",https://wordpress.org/themes/ollie/,,7.3
shopire,Shopire,1.0.8,1.0.7,https://downloads.wordpress.org/theme/shopire.1.0.8.zip,"2025-04-01 17:58:07",https://wordpress.org/themes/shopire/,4.7,5.6
buddyx,BuddyX,4.8.1,4.8.0,https://downloads.wordpress.org/theme/buddyx.4.8.1.zip,"2025-04-02 01:57:03",https://wordpress.org/themes/buddyx/,4.8,7.4
